epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.1233,1.36795,1.81939,1.58214,0.66474,0.60518,0.63454,0.33026,1.63208,1.59775,1.87196,0.000662338,0.000662338,0.000662338
2,38.8856,1.57898,1.63876,1.72005,0.54506,0.46988,0.49156,0.2373,1.72639,2.28793,1.9508,0.00128515,0.00128515,0.00128515
3,57.1286,1.57801,1.61265,1.70416,0.5849,0.43775,0.47906,0.24704,1.81162,2.63369,2.03065,0.00186396,0.00186396,0.00186396
4,75.3499,1.53685,1.54647,1.6763,0.70493,0.60643,0.68038,0.40339,1.42629,1.38858,1.71588,0.001802,0.001802,0.001802
5,94.7997,1.47044,1.42616,1.61277,0.81309,0.71486,0.77375,0.47856,1.39557,1.10364,1.65595,0.001736,0.001736,0.001736
6,114.404,1.40742,1.3038,1.56786,0.80767,0.69478,0.80876,0.50427,1.28261,1.09458,1.5366,0.00167,0.00167,0.00167
7,134.014,1.34105,1.1985,1.50265,0.8633,0.8116,0.86342,0.54727,1.2619,0.94516,1.53116,0.001604,0.001604,0.001604
8,153.385,1.32697,1.16131,1.49866,0.81979,0.80387,0.87445,0.51873,1.32387,0.8846,1.55033,0.001538,0.001538,0.001538
9,170.877,1.26076,1.08825,1.451,0.86405,0.81676,0.87188,0.55191,1.24029,0.89236,1.47616,0.001472,0.001472,0.001472
10,190.159,1.25147,1.05347,1.44852,0.87365,0.80723,0.89767,0.60308,1.11543,0.7981,1.39523,0.001406,0.001406,0.001406
11,209.695,1.19293,0.97638,1.4024,0.89234,0.85542,0.91173,0.63567,1.0597,0.71011,1.39495,0.00134,0.00134,0.00134
12,229.524,1.17266,0.97879,1.39852,0.90283,0.83534,0.92192,0.62627,1.09246,0.7169,1.37857,0.001274,0.001274,0.001274
13,247.798,1.15152,0.92525,1.38815,0.8738,0.83422,0.92002,0.65188,1.04923,0.71831,1.36746,0.001208,0.001208,0.001208
14,267.143,1.1185,0.8784,1.36137,0.94718,0.85542,0.94827,0.64427,1.09958,0.66406,1.43389,0.001142,0.001142,0.001142
15,285.283,1.10782,0.85107,1.35221,0.89224,0.8313,0.92297,0.66062,0.95791,0.67331,1.29894,0.001076,0.001076,0.001076
16,304.596,1.08336,0.81722,1.33361,0.90343,0.86416,0.9314,0.65231,0.99296,0.66724,1.3192,0.00101,0.00101,0.00101
17,322.64,1.03159,0.78014,1.29041,0.9008,0.87528,0.93801,0.65696,1.05197,0.63002,1.33076,0.000944,0.000944,0.000944
18,340.599,1.02116,0.75751,1.2821,0.87123,0.92384,0.95186,0.68449,0.99197,0.59405,1.2929,0.000878,0.000878,0.000878
19,360.234,1.00134,0.75004,1.26982,0.94945,0.90517,0.96468,0.70823,0.92519,0.55347,1.26542,0.000812,0.000812,0.000812
20,379.521,0.96011,0.7167,1.24768,0.93014,0.91165,0.9687,0.71169,0.90196,0.53746,1.27186,0.000746,0.000746,0.000746
21,400.627,0.86527,0.5734,1.21011,0.93436,0.89558,0.9702,0.72664,0.87889,0.53875,1.24747,0.00068,0.00068,0.00068
22,420.082,0.82419,0.50784,1.16591,0.95683,0.89021,0.97128,0.71233,0.95613,0.53286,1.29965,0.000614,0.000614,0.000614
23,438.145,0.81599,0.4979,1.16168,0.9245,0.93435,0.97173,0.72175,0.90193,0.51371,1.27027,0.000548,0.000548,0.000548
24,455.984,0.76352,0.46181,1.12977,0.9576,0.90703,0.9736,0.71652,0.9359,0.5098,1.27534,0.000482,0.000482,0.000482
25,473.466,0.74299,0.44162,1.11704,0.9262,0.91968,0.97195,0.73696,0.87317,0.48211,1.25158,0.000416,0.000416,0.000416
26,492.55,0.71832,0.41913,1.09838,0.9453,0.94378,0.97764,0.73373,0.90295,0.47059,1.26883,0.00035,0.00035,0.00035
27,510.275,0.68505,0.40364,1.07652,0.9629,0.92369,0.97285,0.76057,0.87242,0.4485,1.24571,0.000284,0.000284,0.000284
28,529.338,0.64649,0.37706,1.05084,0.96789,0.93976,0.98776,0.75996,0.8413,0.4309,1.25093,0.000218,0.000218,0.000218
29,548.524,0.63636,0.36246,1.04546,0.9594,0.94892,0.98279,0.75973,0.83592,0.43587,1.24451,0.000152,0.000152,0.000152
30,566.131,0.5982,0.34321,1.01859,0.96503,0.93574,0.98297,0.76224,0.83827,0.42558,1.25025,8.6e-05,8.6e-05,8.6e-05
