epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,52.8893,1.53641,1.67785,1.53918,0.62154,0.63454,0.62482,0.36982,1.4109,1.3698,1.45028,0.000665579,0.000665579,0.000665579
2,102.006,1.6971,1.70106,1.65697,0.64898,0.59438,0.64325,0.34429,1.56434,1.55869,1.6689,0.0012663,0.0012663,0.0012663
3,150.834,1.64715,1.65118,1.63613,0.75057,0.66265,0.71302,0.417,1.41843,1.3498,1.53973,0.00180102,0.00180102,0.00180102
4,201.367,1.59282,1.57267,1.60375,0.67085,0.66301,0.70302,0.32527,1.68184,1.41589,1.69875,0.001703,0.001703,0.001703
5,250.318,1.5395,1.44878,1.56295,0.77254,0.67871,0.73134,0.45936,1.31707,1.26216,1.45283,0.001604,0.001604,0.001604
6,300.744,1.47258,1.35472,1.50792,0.76068,0.73494,0.78773,0.48626,1.25486,1.2295,1.42298,0.001505,0.001505,0.001505
7,351.661,1.41325,1.24712,1.46534,0.75996,0.78715,0.80702,0.49738,1.32734,1.02271,1.46198,0.001406,0.001406,0.001406
8,402.34,1.38532,1.21485,1.45248,0.79249,0.78223,0.80095,0.51193,1.28859,1.08746,1.42178,0.001307,0.001307,0.001307
9,454.201,1.33637,1.1193,1.41796,0.8335,0.80321,0.84373,0.54061,1.28463,0.98924,1.38602,0.001208,0.001208,0.001208
10,506.678,1.30471,1.1055,1.39943,0.81456,0.83534,0.84808,0.54464,1.19058,0.9415,1.33903,0.001109,0.001109,0.001109
11,558.827,1.2125,0.90136,1.34122,0.79645,0.82329,0.83176,0.55084,1.21447,0.9489,1.377,0.00101,0.00101,0.00101
12,609.967,1.18129,0.82647,1.31804,0.86105,0.81526,0.85423,0.58598,1.18015,0.88761,1.33837,0.000911,0.000911,0.000911
13,661.056,1.13098,0.76542,1.2838,0.85889,0.77108,0.82713,0.54663,1.19905,0.9137,1.35785,0.000812,0.000812,0.000812
14,709.186,1.09518,0.72697,1.25393,0.84882,0.85688,0.86318,0.59088,1.10514,0.8378,1.27794,0.000713,0.000713,0.000713
15,759.742,1.05021,0.67767,1.21701,0.86493,0.82731,0.85192,0.58573,1.10181,0.80892,1.29596,0.000614,0.000614,0.000614
16,809.073,1.01763,0.64416,1.20278,0.86739,0.82731,0.87557,0.6217,1.04808,0.76795,1.24276,0.000515,0.000515,0.000515
17,859.471,0.9984,0.60727,1.18748,0.83598,0.85542,0.88382,0.61278,1.06608,0.77127,1.26633,0.000416,0.000416,0.000416
18,908.778,0.94291,0.561,1.15628,0.85993,0.83828,0.87948,0.63599,1.03155,0.75982,1.25426,0.000317,0.000317,0.000317
19,959.464,0.90965,0.5334,1.13008,0.8872,0.85141,0.88728,0.64348,1.06175,0.71385,1.28755,0.000218,0.000218,0.000218
20,1010.12,0.8857,0.50968,1.11512,0.91608,0.83291,0.88755,0.63091,1.0485,0.73211,1.28283,0.000119,0.000119,0.000119
