epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.37947,1.19388,4.65351,1.45209,0.15102,0.27273,0.08126,0.0292,1.35055,7.47999,1.73902,0.0991,0.0001,0.0001
2,1.96465,1.04852,4.46852,1.577,0.12573,0.36364,0.08475,0.02818,1.38692,7.42279,1.77671,0.097299,0.00029901,0.00029901
3,2.5487,1.33701,4.8453,1.63462,0.1923,0.18182,0.0835,0.02793,1.40154,7.08581,1.80982,0.0954967,0.0004967,0.0004967
4,3.22471,1.34945,3.776,1.73116,0.19308,0.18182,0.07502,0.02813,1.37186,6.9417,1.79126,0.0936931,0.00069307,0.00069307
5,3.89293,1.39125,4.57182,1.55418,0.15938,0.18182,0.07732,0.03056,1.34567,6.01636,1.7844,0.0918881,0.00088812,0.00088812
6,4.59773,1.15826,4.11069,1.72524,0.15544,0.18182,0.09081,0.04153,1.33592,5.28458,1.80447,0.0900819,0.00108185,0.00108185
7,5.32037,1.26586,3.75064,1.97836,0.15726,0.18182,0.09955,0.04579,1.3091,4.73486,1.79072,0.0882743,0.00127426,0.00127426
8,6.04245,1.37557,3.18127,1.58266,0.6233,0.09091,0.15274,0.08454,1.22172,3.94353,1.74374,0.0864654,0.00146535,0.00146535
9,6.74497,1.28559,2.7363,1.47532,0.16514,0.27273,0.21037,0.11686,1.19092,3.40507,1.72722,0.0846551,0.00165512,0.00165512
10,7.45054,1.22335,3.3877,1.53093,0.22181,0.27273,0.25052,0.14676,1.05898,3.08172,1.59338,0.0828436,0.00184357,0.00184357
11,8.15471,1.34418,2.46735,1.51937,0.36892,0.53219,0.40193,0.26269,1.05305,2.52927,1.60866,0.0810307,0.0020307,0.0020307
12,8.84068,1.00441,2.07972,1.36538,0.36892,0.53219,0.40193,0.26269,1.05305,2.52927,1.60866,0.0792165,0.00221651,0.00221651
13,9.55247,1.15965,1.96392,1.84194,0.69649,0.62678,0.66899,0.42028,0.99069,2.18173,1.53111,0.077401,0.002401,0.002401
14,10.2635,1.2149,2.08497,1.5212,0.72297,0.72727,0.77295,0.553,0.91492,1.87542,1.44013,0.0755842,0.00258417,0.00258417
15,10.9723,1.41303,1.98882,1.79212,0.72297,0.72727,0.77295,0.553,0.91492,1.87542,1.44013,0.073766,0.00276602,0.00276602
