epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.1799,1.38129,1.80424,1.58187,0.4197,0.44578,0.3971,0.16425,1.8887,2.94265,2.40489,0.000662338,0.000662338,0.000662338
2,38.5585,1.57111,1.62919,1.71781,0.67665,0.60511,0.65629,0.37415,1.50386,1.62362,1.78886,0.00128515,0.00128515,0.00128515
3,58.3214,1.57797,1.6185,1.70879,0.69014,0.57831,0.66185,0.34614,1.7263,1.91744,1.99967,0.00186396,0.00186396,0.00186396
4,76.5026,1.55589,1.54302,1.68093,0.76162,0.62651,0.70363,0.37171,1.60371,2.02257,1.80591,0.001802,0.001802,0.001802
5,95.8954,1.45731,1.41912,1.587,0.87517,0.67577,0.82866,0.5189,1.32589,1.02205,1.61033,0.001736,0.001736,0.001736
6,115.744,1.40793,1.29784,1.55505,0.70102,0.70281,0.738,0.46469,1.30194,1.12575,1.59621,0.00167,0.00167,0.00167
7,134.02,1.3574,1.23165,1.51533,0.83866,0.7724,0.86885,0.53931,1.25232,0.9356,1.51488,0.001604,0.001604,0.001604
8,153.733,1.30827,1.16674,1.49589,0.85164,0.80688,0.87491,0.55257,1.24577,0.83575,1.50767,0.001538,0.001538,0.001538
9,173.318,1.25087,1.08906,1.43513,0.83639,0.84173,0.90544,0.60414,1.13742,0.84116,1.42399,0.001472,0.001472,0.001472
10,192.833,1.23369,1.04603,1.42642,0.90861,0.81928,0.90575,0.61248,1.09527,0.75374,1.37982,0.001406,0.001406,0.001406
11,212.238,1.1759,0.953,1.39086,0.91253,0.83133,0.93397,0.62091,1.12604,0.72503,1.42527,0.00134,0.00134,0.00134
12,232.014,1.16553,0.95246,1.39414,0.95697,0.83133,0.93464,0.62324,1.16609,0.71886,1.42263,0.001274,0.001274,0.001274
13,251.783,1.14594,0.92064,1.37255,0.87681,0.85944,0.93892,0.63837,1.12947,0.71958,1.39478,0.001208,0.001208,0.001208
14,270.664,1.11942,0.89234,1.35461,0.91718,0.88957,0.95418,0.66124,1.02287,0.66672,1.3482,0.001142,0.001142,0.001142
15,289.832,1.10072,0.84008,1.33788,0.92997,0.80723,0.93471,0.65768,0.98939,0.66082,1.31236,0.001076,0.001076,0.001076
16,308.314,1.0693,0.81722,1.31908,0.93519,0.89157,0.96347,0.7063,0.95582,0.5894,1.27999,0.00101,0.00101,0.00101
17,328.258,1.01972,0.76433,1.28218,0.9026,0.90763,0.95423,0.69064,0.95873,0.57713,1.29985,0.000944,0.000944,0.000944
18,346.708,1.01533,0.76137,1.2787,0.89369,0.91159,0.9641,0.69279,0.9916,0.57021,1.30598,0.000878,0.000878,0.000878
19,364.77,0.98961,0.76045,1.25972,0.93263,0.87149,0.94914,0.71,0.95071,0.57192,1.27363,0.000812,0.000812,0.000812
20,384.272,0.95867,0.70901,1.24848,0.90101,0.92369,0.96818,0.70844,0.93421,0.54205,1.29434,0.000746,0.000746,0.000746
21,405.741,0.8934,0.57783,1.2198,0.91164,0.87016,0.95893,0.69346,0.94756,0.58165,1.28429,0.00068,0.00068,0.00068
22,423.82,0.83434,0.52114,1.17395,0.95628,0.87853,0.96031,0.71264,0.90793,0.53623,1.26777,0.000614,0.000614,0.000614
23,442.53,0.8071,0.49252,1.15355,0.93752,0.904,0.97098,0.70988,0.91636,0.52826,1.27362,0.000548,0.000548,0.000548
24,460.423,0.78006,0.47359,1.14022,0.94814,0.90763,0.96205,0.72913,0.92465,0.53462,1.28088,0.000482,0.000482,0.000482
25,480.017,0.74599,0.4466,1.11768,0.94197,0.9126,0.96919,0.71483,0.90763,0.49606,1.27431,0.000416,0.000416,0.000416
26,497.98,0.72656,0.43099,1.10313,0.91219,0.91789,0.96616,0.71618,0.94908,0.49955,1.30749,0.00035,0.00035,0.00035
27,515.899,0.69321,0.40725,1.08192,0.95354,0.90664,0.97608,0.7381,0.86365,0.48261,1.23881,0.000284,0.000284,0.000284
28,535.127,0.65083,0.37415,1.05293,0.96121,0.89564,0.97836,0.74814,0.83385,0.44344,1.24277,0.000218,0.000218,0.000218
29,554.479,0.63885,0.36313,1.05033,0.9449,0.91165,0.97567,0.74488,0.86932,0.44029,1.26615,0.000152,0.000152,0.000152
30,572.375,0.60931,0.35552,1.02241,0.95414,0.91968,0.97833,0.74892,0.86066,0.45689,1.25858,8.6e-05,8.6e-05,8.6e-05
