epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,42.2463,1.33784,1.86859,1.53701,0.84277,0.71084,0.81769,0.59157,0.91336,0.93556,1.19642,0.0703896,0.00329004,0.00329004
2,84.5779,1.16561,0.99154,1.35962,0.89631,0.82329,0.9117,0.65081,0.93036,0.70571,1.15816,0.0400618,0.00629552,0.00629552
3,126.658,1.1584,0.97555,1.32453,0.81353,0.6483,0.77854,0.49602,1.13028,1.07595,1.33216,0.0094039,0.008971,0.008971
4,168.647,1.27453,1.08535,1.38134,0.78308,0.69591,0.771,0.48662,1.25213,1.16472,1.39933,0.008515,0.008515,0.008515
5,210.748,1.24707,1.02557,1.35132,0.81795,0.75787,0.81409,0.50401,1.23748,0.97732,1.39407,0.00802,0.00802,0.00802
6,252.911,1.21486,0.99113,1.34971,0.87138,0.76183,0.83815,0.55855,1.15787,0.87644,1.33412,0.007525,0.007525,0.007525
7,294.975,1.17158,0.91291,1.30035,0.8504,0.79901,0.86194,0.57663,1.14483,0.85938,1.2737,0.00703,0.00703,0.00703
8,337.049,1.13117,0.86205,1.27001,0.84874,0.81928,0.83171,0.60057,1.01341,0.78927,1.23993,0.006535,0.006535,0.006535
9,379.045,1.08476,0.79657,1.24654,0.88494,0.86486,0.92736,0.63506,1.00212,0.69248,1.22846,0.00604,0.00604,0.00604
10,421.068,1.05029,0.77231,1.22794,0.88777,0.85542,0.92267,0.64319,1.0006,0.6548,1.23761,0.005545,0.005545,0.005545
11,465.939,0.96571,0.62277,1.1874,0.83388,0.83936,0.87941,0.61198,1.04607,0.73453,1.24961,0.00505,0.00505,0.00505
12,507.995,0.90429,0.58484,1.14958,0.82335,0.89852,0.90982,0.65959,0.95767,0.63268,1.19723,0.004555,0.004555,0.004555
13,551.296,0.83612,0.51343,1.09933,0.89907,0.85857,0.92573,0.69667,0.90527,0.59509,1.12899,0.00406,0.00406,0.00406
14,594.131,0.81774,0.47896,1.08865,0.9106,0.8755,0.94023,0.70786,0.90095,0.55783,1.14092,0.003565,0.003565,0.003565
15,636.208,0.77472,0.44415,1.06427,0.89627,0.92369,0.95044,0.71099,0.88498,0.53496,1.15303,0.00307,0.00307,0.00307
16,678.319,0.7247,0.41581,1.03288,0.86824,0.91968,0.94776,0.72318,0.8603,0.4981,1.15288,0.002575,0.002575,0.002575
17,720.25,0.67509,0.38479,1.01438,0.90719,0.93173,0.96082,0.75224,0.82997,0.48878,1.11902,0.00208,0.00208,0.00208
18,762.138,0.64081,0.35674,0.99271,0.89717,0.91165,0.95361,0.75104,0.8127,0.4995,1.13383,0.001585,0.001585,0.001585
19,803.978,0.61264,0.33602,0.9745,0.92705,0.88755,0.93204,0.74096,0.79924,0.49489,1.13259,0.00109,0.00109,0.00109
20,845.915,0.57903,0.31092,0.96007,0.93625,0.90361,0.96087,0.76685,0.78839,0.45975,1.11164,0.000595,0.000595,0.000595
