epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.34834,1.19388,4.65351,1.45209,0.15102,0.27273,0.08126,0.0292,1.35055,7.47999,1.73902,0.0991,0.0001,0.0001
2,1.94307,1.04852,4.46852,1.577,0.12573,0.36364,0.08475,0.02818,1.38692,7.42279,1.77671,0.097299,0.00029901,0.00029901
3,2.52419,1.33701,4.8453,1.63462,0.1923,0.18182,0.0835,0.02793,1.40154,7.08581,1.80982,0.0954967,0.0004967,0.0004967
4,3.17847,1.34945,3.776,1.73116,0.19308,0.18182,0.07502,0.02813,1.37186,6.9417,1.79126,0.0936931,0.00069307,0.00069307
5,3.83014,1.39125,4.57182,1.55418,0.15938,0.18182,0.07732,0.03056,1.34567,6.01636,1.7844,0.0918881,0.00088812,0.00088812
6,4.51465,1.15826,4.11069,1.72524,0.15544,0.18182,0.09081,0.04153,1.33592,5.28458,1.80447,0.0900819,0.00108185,0.00108185
7,5.19743,1.26586,3.75064,1.97836,0.15726,0.18182,0.09955,0.04579,1.3091,4.73486,1.79072,0.0882743,0.00127426,0.00127426
8,5.86869,1.37557,3.18127,1.58266,0.6233,0.09091,0.15274,0.08454,1.22172,3.94353,1.74374,0.0864654,0.00146535,0.00146535
9,6.55753,1.28559,2.7363,1.47532,0.16514,0.27273,0.21037,0.11686,1.19092,3.40507,1.72722,0.0846551,0.00165512,0.00165512
10,7.23281,1.22335,3.3877,1.53093,0.22181,0.27273,0.25052,0.14676,1.05898,3.08172,1.59338,0.0828436,0.00184357,0.00184357
11,7.91604,1.34418,2.46735,1.51937,0.36892,0.53219,0.40193,0.26269,1.05305,2.52927,1.60866,0.0810307,0.0020307,0.0020307
12,8.58322,1.00441,2.07972,1.36538,0.36892,0.53219,0.40193,0.26269,1.05305,2.52927,1.60866,0.0792165,0.00221651,0.00221651
13,9.25239,1.15965,1.96392,1.84194,0.69649,0.62678,0.66899,0.42028,0.99069,2.18173,1.53111,0.077401,0.002401,0.002401
14,9.92562,1.2149,2.08497,1.5212,0.72297,0.72727,0.77295,0.553,0.91492,1.87542,1.44013,0.0755842,0.00258417,0.00258417
15,10.5987,1.41303,1.98882,1.79212,0.72297,0.72727,0.77295,0.553,0.91492,1.87542,1.44013,0.073766,0.00276602,0.00276602
16,11.2782,1.09921,1.64347,1.50166,0.89896,0.80968,0.90442,0.69656,0.81411,1.42353,1.27232,0.0719465,0.00294655,0.00294655
17,11.9966,0.77867,1.52155,1.30066,1,0.80198,0.92336,0.71444,0.74386,1.33823,1.21392,0.0701258,0.00312576,0.00312576
18,12.6637,0.99315,1.3566,1.37852,1,0.80198,0.92336,0.71444,0.74386,1.33823,1.21392,0.0683036,0.00330365,0.00330365
19,13.3296,0.71691,1.2204,1.20951,0.84479,0.99035,0.97297,0.79028,0.67073,1.05036,1.12652,0.0664802,0.00348022,0.00348022
20,14.0131,1.0775,2.11467,1.58652,0.84479,0.99035,0.97297,0.79028,0.67073,1.05036,1.12652,0.0646555,0.00365547,0.00365547
21,14.6895,1.02526,1.3419,1.3664,0.88738,1,0.98,0.7818,0.66672,0.80738,1.09328,0.0628294,0.0038294,0.0038294
22,15.3391,0.7594,1.36918,1.17995,0.88738,1,0.98,0.7818,0.66672,0.80738,1.09328,0.061002,0.00400201,0.00400201
23,15.987,0.6331,1.09217,1.13712,0.91584,0.99004,0.9875,0.84173,0.63372,0.62306,1.07182,0.0591733,0.0041733,0.0041733
