epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,67.4605,1.34585,1.82508,1.60072,0.89211,0.83021,0.91458,0.61854,1.02493,0.7256,1.31428,0.0701948,0.00331169,0.00331169
1,74.1782,1.38354,2.42773,1.69245,0.79195,0.74907,0.8368,0.57309,1.04993,0.93952,1.36501,0.0701948,0.00331169,0.00331169
2,141.719,1.21541,1.02908,1.48007,0.79002,0.71084,0.77882,0.48289,1.30026,1.00063,1.52587,0.0395369,0.00598716,0.00598716
