epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,52.8937,1.53093,1.97554,1.72061,0.69385,0.56432,0.66659,0.3372,1.6022,1.84555,1.85127,0.000665579,0.000665579,0.000665579
2,105.105,1.72193,1.94461,1.87453,0.67407,0.5743,0.64583,0.30449,1.77297,1.66333,1.99396,0.0012663,0.0012663,0.0012663
3,156.78,1.6998,1.85671,1.85722,0.72706,0.57769,0.67213,0.37306,1.63689,1.72946,1.90198,0.00180102,0.00180102,0.00180102
4,209.706,1.64142,1.80206,1.82594,0.61251,0.60643,0.6618,0.32492,1.76212,1.59009,1.9667,0.001703,0.001703,0.001703
5,260.983,1.55528,1.6527,1.74899,0.81745,0.68675,0.77749,0.48249,1.35835,1.26361,1.65765,0.001604,0.001604,0.001604
6,313.475,1.47679,1.50125,1.66593,0.82183,0.72247,0.78601,0.49539,1.27755,1.19007,1.58926,0.001505,0.001505,0.001505
7,366.254,1.41654,1.41542,1.6099,0.82684,0.76305,0.83118,0.52931,1.28406,1.0594,1.56094,0.001406,0.001406,0.001406
8,418.491,1.38185,1.31989,1.60054,0.82175,0.80321,0.85679,0.54759,1.28895,0.99059,1.56555,0.001307,0.001307,0.001307
9,471.206,1.33339,1.25971,1.55512,0.81085,0.74699,0.81019,0.55181,1.18545,0.98381,1.5094,0.001208,0.001208,0.001208
10,522.397,1.30005,1.21435,1.53018,0.84534,0.81221,0.85533,0.58216,1.18607,0.91308,1.46276,0.001109,0.001109,0.001109
11,575.657,1.24614,0.97016,1.54597,0.86984,0.80723,0.86243,0.58992,1.17941,0.89188,1.494,0.00101,0.00101,0.00101
12,628.188,1.19268,0.89602,1.48015,0.86115,0.83534,0.89064,0.62139,1.13452,0.82943,1.45216,0.000911,0.000911,0.000911
13,680.865,1.15627,0.83209,1.45661,0.86577,0.85542,0.88361,0.62125,1.12922,0.81225,1.42425,0.000812,0.000812,0.000812
14,731.877,1.1075,0.77911,1.42707,0.86379,0.87149,0.88619,0.63849,1.08796,0.75651,1.43049,0.000713,0.000713,0.000713
15,785.204,1.0554,0.72963,1.36161,0.86286,0.85141,0.91045,0.63219,1.1037,0.73183,1.4253,0.000614,0.000614,0.000614
16,836.475,1.00734,0.68768,1.33695,0.91774,0.85141,0.92127,0.67158,1.08236,0.70288,1.40846,0.000515,0.000515,0.000515
17,888.771,0.9901,0.63499,1.30685,0.90007,0.86816,0.91871,0.65852,1.06279,0.68544,1.37375,0.000416,0.000416,0.000416
18,939.742,0.94195,0.58808,1.27653,0.87253,0.8797,0.91616,0.69124,0.98664,0.65796,1.3264,0.000317,0.000317,0.000317
19,992.427,0.89566,0.5578,1.24272,0.88524,0.90361,0.92965,0.69359,0.98225,0.62147,1.36824,0.000218,0.000218,0.000218
20,1044.98,0.86887,0.53301,1.22868,0.90345,0.90188,0.93089,0.69479,0.98932,0.60676,1.35217,0.000119,0.000119,0.000119
